Student,Semester,Math,Physics,Chemistry,Biology,English
Maria Pierce,Semester 7,70.0,84.0,53.0,54.0,62.0
Maria Pierce,Semester 1,51.0,,91.0,31.0,74.0
Kelly Munoz,Semester 8,,,,,92.0
Kelly Munoz,Semester 7,,,,51.0,
Kelly Munoz,Semester 2,,,64.0,41.0,46.0
Kelly Munoz,Semester 3,50.0,,,49.0,
Kelly Munoz,Semester 6,,84.0,,91.0,
Kelly Munoz,Semester 1,55.0,,62.0,49.0,
Kelly Munoz,Semester 5,,,,,55.0
Evan Ortiz,Semester 3,56.0,,,92.0,73.0
Evan Ortiz,Semester 1,,,71.0,62.0,
Evan Ortiz,Semester 2,50.0,,38.0,,
Evan Ortiz,Semester 7,56.0,70.0,,63.0,58.0
Jeff Foster,Semester 4,90.0,66.0,76.0,,
Jeff Foster,Semester 5,39.0,30.0,,57.0,
Erin Phillips,Semester 7,,,,80.0,71.0
Erin Phillips,Semester 8,41.0,93.0,,47.0,89.0
Erin Phillips,Semester 6,,,,,57.0
David Blair,Semester 4,88.0,,,,73.0
David Blair,Semester 1,60.0,51.0,40.0,31.0,48.0
David Blair,Semester 8,,58.0,,77.0,
David Blair,Semester 5,55.0,,,,47.0
David Blair,Semester 6,83.0,92.0,100.0,,63.0
David Blair,Semester 3,,,,63.0,78.0
Susan Shaw,Semester 4,78.0,,99.0,,
Susan Shaw,Semester 6,50.0,,,,
Susan Shaw,Semester 7,76.0,,73.0,100.0,73.0
Susan Shaw,Semester 8,,77.0,85.0,82.0,
Susan Shaw,Semester 5,92.0,,,,
Susan Shaw,Semester 1,35.0,62.0,51.0,,56.0
Susan Shaw,Semester 2,84.0,32.0,44.0,77.0,72.0
Tracy Mitchell,Semester 8,71.0,59.0,,74.0,43.0
Tracy Mitchell,Semester 1,41.0,,,98.0,87.0
Tracy Mitchell,Semester 2,,,78.0,87.0,
Tracy Mitchell,Semester 3,41.0,74.0,,57.0,47.0
Tracy Mitchell,Semester 6,,77.0,70.0,,48.0
Tracy Mitchell,Semester 5,,38.0,,,
Tracy Mitchell,Semester 7,,31.0,47.0,,
Shelby Bullock,Semester 3,100.0,,,,
Shelby Bullock,Semester 2,,54.0,,,46.0
Shelby Bullock,Semester 8,52.0,82.0,,95.0,67.0
Shelby Bullock,Semester 4,,75.0,50.0,,83.0
Shelby Bullock,Semester 1,62.0,94.0,,55.0,
Shelby Bullock,Semester 6,76.0,89.0,31.0,,66.0
Tammy Crawford,Semester 5,46.0,,59.0,,
Tammy Crawford,Semester 8,,,92.0,90.0,40.0
Tammy Crawford,Semester 1,,,,51.0,
Tammy Crawford,Semester 6,,88.0,80.0,,
Tammy Crawford,Semester 3,,54.0,,,41.0
Kaitlin Parker DDS,Semester 2,,,,89.0,76.0
Kaitlin Parker DDS,Semester 7,,,,,60.0
Kaitlin Parker DDS,Semester 5,96.0,64.0,,61.0,
Kaitlin Parker DDS,Semester 3,84.0,37.0,72.0,53.0,32.0
Patty Oneill,Semester 6,,,77.0,,73.0
Patty Oneill,Semester 5,,,,36.0,
Patty Oneill,Semester 3,,,59.0,63.0,
Patty Oneill,Semester 7,37.0,43.0,53.0,89.0,45.0
Patty Oneill,Semester 1,,,,60.0,45.0
Patty Oneill,Semester 4,45.0,,45.0,90.0,62.0
Patty Oneill,Semester 8,86.0,36.0,,,
Patty Oneill,Semester 2,,97.0,,30.0,
Crystal Lee,Semester 4,,,80.0,,49.0
Crystal Lee,Semester 3,,,54.0,63.0,61.0
Crystal Lee,Semester 7,91.0,59.0,65.0,,
Michelle Jones,Semester 4,52.0,,,83.0,91.0
Michelle Jones,Semester 1,46.0,57.0,,,46.0
Michelle Jones,Semester 3,,62.0,89.0,,
Michelle Jones,Semester 7,,,92.0,,91.0
Michelle Jones,Semester 2,51.0,,49.0,,95.0
Lori Perry,Semester 5,85.0,59.0,33.0,36.0,
Lori Perry,Semester 8,62.0,43.0,,,94.0
Lori Perry,Semester 2,,,,89.0,
Dr. Laura Kelly MD,Semester 6,,,,,
Dr. Laura Kelly MD,Semester 4,,,34.0,,98.0
Dr. Laura Kelly MD,Semester 1,36.0,53.0,,,
Michelle Dennis,Semester 2,,80.0,34.0,53.0,40.0
Michelle Dennis,Semester 6,35.0,40.0,,,
Michelle Dennis,Semester 8,97.0,,100.0,79.0,
Michelle Dennis,Semester 7,,36.0,51.0,77.0,73.0
Michelle Dennis,Semester 3,,,35.0,,
Michelle Dennis,Semester 1,70.0,58.0,,,46.0
Michelle Dennis,Semester 5,,82.0,,,78.0
Michelle Dennis,Semester 4,,,,,94.0
Katherine Hunter,Semester 4,32.0,66.0,,64.0,76.0
Nicholas Byrd,Semester 5,,31.0,,49.0,
Nicholas Byrd,Semester 8,54.0,,,96.0,
John Richardson,Semester 2,64.0,73.0,,,84.0
John Richardson,Semester 8,,,,61.0,42.0
John Richardson,Semester 4,,54.0,85.0,,
John Richardson,Semester 5,68.0,,,100.0,
Brian Olson,Semester 1,,46.0,,72.0,100.0
Brian Olson,Semester 3,62.0,61.0,76.0,,37.0
Brian Olson,Semester 4,,85.0,47.0,,60.0
Brian Olson,Semester 5,32.0,,,,
Brian Olson,Semester 2,33.0,51.0,,57.0,44.0
Robert Smith,Semester 1,45.0,,,51.0,
Robert Smith,Semester 3,,,99.0,80.0,
Robert Smith,Semester 4,,58.0,65.0,60.0,
Leah Pittman,Semester 7,,,,,
Leah Pittman,Semester 4,34.0,,,,
Leah Pittman,Semester 2,,,,,
Leah Pittman,Semester 1,,57.0,,,
Leah Pittman,Semester 3,94.0,,,,96.0
Dillon Salazar,Semester 8,82.0,97.0,,,98.0
Dillon Salazar,Semester 1,,39.0,75.0,54.0,
Dillon Salazar,Semester 7,,,57.0,37.0,71.0
Dillon Salazar,Semester 3,,,33.0,60.0,33.0
Dillon Salazar,Semester 4,97.0,,,35.0,
Dillon Salazar,Semester 2,,,81.0,52.0,
Dillon Salazar,Semester 5,,,,,36.0
Dillon Salazar,Semester 6,,92.0,94.0,72.0,80.0
Michael Sanchez,Semester 3,50.0,,39.0,38.0,60.0
Michael Sanchez,Semester 7,58.0,,,,
Michael Sanchez,Semester 8,93.0,,,84.0,
Shane Roberts,Semester 5,61.0,,,,
Shane Roberts,Semester 8,,,44.0,70.0,
Shane Roberts,Semester 2,,,32.0,83.0,
Shane Roberts,Semester 7,,85.0,51.0,38.0,47.0
Shane Roberts,Semester 6,,,49.0,94.0,
Shane Roberts,Semester 4,46.0,,64.0,38.0,
Shane Roberts,Semester 3,62.0,78.0,95.0,50.0,65.0
Shane Roberts,Semester 1,86.0,87.0,,,93.0
Cody Conway,Semester 7,60.0,78.0,65.0,81.0,
Cody Conway,Semester 2,,36.0,71.0,,40.0
Sarah Sanders MD,Semester 1,66.0,31.0,,,73.0
Sarah Sanders MD,Semester 6,35.0,63.0,,,
Sarah Sanders MD,Semester 8,31.0,43.0,,57.0,63.0
Sarah Sanders MD,Semester 3,94.0,35.0,87.0,,
Meghan Bryant,Semester 4,,,63.0,87.0,54.0
Meghan Bryant,Semester 5,,43.0,,,62.0
Meghan Bryant,Semester 2,57.0,,,54.0,58.0
Meghan Bryant,Semester 3,80.0,,,,
Kara Spencer,Semester 7,,,67.0,,67.0
Kara Spencer,Semester 6,62.0,53.0,,,
Kara Spencer,Semester 1,70.0,,33.0,,
Kara Spencer,Semester 8,,,,,64.0
Kara Spencer,Semester 5,77.0,78.0,38.0,,
Kara Spencer,Semester 3,78.0,,,72.0,74.0
Kara Spencer,Semester 2,84.0,,85.0,51.0,
Kara Spencer,Semester 4,,,,81.0,92.0
Theresa Bell,Semester 8,62.0,,77.0,,
Theresa Bell,Semester 2,84.0,54.0,,,99.0
Theresa Bell,Semester 1,,,65.0,,
Theresa Bell,Semester 7,,58.0,74.0,,
Theresa Bell,Semester 6,69.0,94.0,95.0,,64.0
Theresa Bell,Semester 4,68.0,65.0,48.0,90.0,
Victoria Rios,Semester 3,,83.0,45.0,,44.0
Jessica Taylor,Semester 6,,,50.0,99.0,37.0
Jessica Taylor,Semester 8,,,88.0,,61.0
Jessica Taylor,Semester 2,,49.0,48.0,,50.0
Jessica Taylor,Semester 5,,,91.0,,
Jessica Taylor,Semester 3,,,,78.0,76.0
Jessica Taylor,Semester 7,,,76.0,,65.0
Jessica Taylor,Semester 4,96.0,50.0,38.0,43.0,76.0
Jessica Taylor,Semester 1,78.0,77.0,,,
Elizabeth Moore,Semester 3,99.0,58.0,,,87.0
Lauren Gross,Semester 7,67.0,35.0,,,52.0
Lauren Gross,Semester 1,,72.0,46.0,,
Jennifer Dennis,Semester 6,,78.0,63.0,92.0,37.0
Jennifer Dennis,Semester 7,,,77.0,,34.0
Jennifer Dennis,Semester 1,,31.0,37.0,90.0,93.0
Jennifer Dennis,Semester 5,,,55.0,,
Grant Roberts,Semester 1,87.0,,72.0,88.0,32.0
Grant Roberts,Semester 5,36.0,,100.0,,
James Miranda,Semester 8,,,84.0,55.0,
James Miranda,Semester 1,91.0,,,,
James Miranda,Semester 4,85.0,,75.0,,
James Miranda,Semester 5,,,,77.0,
James Miranda,Semester 6,76.0,,,,
Colin Sanchez,Semester 3,,97.0,,,78.0
Colin Sanchez,Semester 1,79.0,,30.0,92.0,50.0
Colin Sanchez,Semester 6,87.0,99.0,99.0,,99.0
Colin Sanchez,Semester 2,,38.0,94.0,,
Colin Sanchez,Semester 8,75.0,77.0,64.0,,77.0
Colin Sanchez,Semester 4,57.0,92.0,58.0,63.0,46.0
Colin Sanchez,Semester 5,,50.0,,44.0,
April Smith,Semester 4,,57.0,48.0,,37.0
April Smith,Semester 5,,,69.0,,
April Smith,Semester 7,61.0,,74.0,,32.0
April Smith,Semester 8,,,65.0,97.0,
April Smith,Semester 3,83.0,56.0,,39.0,
April Smith,Semester 2,58.0,,,39.0,
Marc Klein,Semester 7,69.0,65.0,30.0,,94.0
Marc Klein,Semester 4,,53.0,,83.0,39.0
Marc Klein,Semester 2,,56.0,,,
Marc Klein,Semester 1,82.0,,,92.0,49.0
Marc Klein,Semester 3,49.0,45.0,68.0,58.0,
Marc Klein,Semester 5,53.0,,42.0,36.0,
Marc Klein,Semester 8,,,62.0,33.0,58.0
Marc Klein,Semester 6,37.0,93.0,44.0,56.0,
Mary Campbell,Semester 2,,,40.0,,
Mary Campbell,Semester 6,78.0,,,91.0,40.0
Ryan Maynard,Semester 3,42.0,,72.0,80.0,49.0
Ryan Maynard,Semester 6,,,97.0,,76.0
Ryan Maynard,Semester 1,,62.0,,36.0,
Ryan Maynard,Semester 7,,89.0,,61.0,
Ryan Maynard,Semester 5,83.0,92.0,79.0,,35.0
Ryan Maynard,Semester 4,,56.0,,,
Ryan Maynard,Semester 8,,49.0,,,92.0
Zachary Combs,Semester 6,,60.0,97.0,50.0,
Zachary Combs,Semester 1,,,,,
Zachary Combs,Semester 8,,,30.0,,87.0
Zachary Combs,Semester 4,97.0,,,,40.0
Zachary Combs,Semester 2,,30.0,,,
Mary Young,Semester 2,89.0,,85.0,31.0,
Suzanne Brown,Semester 2,,68.0,61.0,,
John Jones,Semester 4,68.0,,,,64.0
John Jones,Semester 7,72.0,67.0,73.0,62.0,96.0
John Jones,Semester 8,,53.0,,33.0,
John Jones,Semester 2,57.0,,,41.0,42.0
John Jones,Semester 3,80.0,87.0,,,49.0
John Jones,Semester 1,56.0,59.0,63.0,,
Cynthia Burton,Semester 2,,,,,37.0
Cynthia Burton,Semester 1,82.0,,,,
Cynthia Burton,Semester 8,66.0,,,96.0,83.0
Cynthia Burton,Semester 7,68.0,59.0,52.0,,
Cynthia Burton,Semester 6,84.0,34.0,60.0,96.0,
Matthew Sanchez,Semester 1,,68.0,88.0,97.0,61.0
Matthew Sanchez,Semester 4,76.0,,75.0,,
Joseph Bauer,Semester 1,34.0,,,62.0,66.0
Joseph Bauer,Semester 7,,,,,76.0
Joseph Bauer,Semester 2,94.0,87.0,,69.0,39.0
Joseph Bauer,Semester 5,,34.0,73.0,,58.0
Joseph Bauer,Semester 8,,33.0,39.0,39.0,50.0
Joseph Bauer,Semester 3,,,90.0,,
Joseph Bauer,Semester 6,36.0,,97.0,45.0,
Dennis Odom,Semester 2,59.0,,53.0,81.0,76.0
Dennis Odom,Semester 7,,91.0,87.0,77.0,
Dennis Odom,Semester 3,,,74.0,,
Dennis Odom,Semester 6,72.0,,85.0,98.0,
Dennis Odom,Semester 1,59.0,,74.0,,52.0
Dennis Odom,Semester 4,94.0,,,,96.0
Dennis Odom,Semester 8,,36.0,,49.0,
Amy Williams,Semester 5,56.0,81.0,93.0,88.0,
Amy Williams,Semester 3,,,65.0,,
Amy Williams,Semester 4,80.0,,49.0,,54.0
Amy Williams,Semester 2,74.0,,39.0,,78.0
Amy Williams,Semester 6,,97.0,,87.0,85.0
Amy Williams,Semester 8,,94.0,,41.0,
Amy Williams,Semester 1,81.0,55.0,,,94.0
Amy Williams,Semester 7,,84.0,52.0,,77.0
Robert Hall,Semester 4,64.0,39.0,90.0,,
Robert Hall,Semester 6,41.0,,,,
Robert Hall,Semester 2,50.0,,69.0,,96.0
Robert Hall,Semester 1,45.0,,73.0,,62.0
Robert Hall,Semester 5,100.0,,66.0,,
Robert Hall,Semester 8,65.0,50.0,,71.0,82.0
Robert Hall,Semester 7,35.0,99.0,97.0,,93.0
Robert Hall,Semester 3,,,63.0,38.0,
Matthew Rose,Semester 5,47.0,97.0,,,51.0
Matthew Rose,Semester 7,68.0,,,,
Matthew Rose,Semester 1,,,70.0,,
Christian Ryan,Semester 8,57.0,,,,
Christian Ryan,Semester 5,,,,94.0,
Christian Ryan,Semester 3,,,52.0,,60.0
Christian Ryan,Semester 4,96.0,48.0,,47.0,70.0
Christian Ryan,Semester 7,,,98.0,,46.0
Linda Arroyo,Semester 8,57.0,34.0,79.0,,53.0
Linda Arroyo,Semester 6,,,56.0,,93.0
Linda Arroyo,Semester 7,,,34.0,45.0,46.0
Linda Arroyo,Semester 5,,,,46.0,78.0
Linda Arroyo,Semester 4,,,,,93.0
Linda Arroyo,Semester 3,86.0,,41.0,,53.0
Linda Arroyo,Semester 2,61.0,72.0,61.0,,
Yvonne Anthony,Semester 1,,,95.0,42.0,
Yvonne Anthony,Semester 4,,30.0,,50.0,
Yvonne Anthony,Semester 5,,100.0,58.0,67.0,
Yvonne Anthony,Semester 6,86.0,82.0,99.0,87.0,
Yvonne Anthony,Semester 8,48.0,46.0,89.0,61.0,35.0
Yvonne Anthony,Semester 2,,,,83.0,
Yvonne Anthony,Semester 7,30.0,66.0,54.0,81.0,
Felicia Nelson,Semester 6,71.0,55.0,86.0,,81.0
Felicia Nelson,Semester 8,91.0,,,63.0,
Felicia Nelson,Semester 2,93.0,,,,
Felicia Nelson,Semester 1,,,,,98.0
Felicia Nelson,Semester 3,,40.0,,59.0,58.0
Felicia Nelson,Semester 4,90.0,66.0,,70.0,81.0
Felicia Nelson,Semester 7,55.0,77.0,66.0,69.0,
Felicia Nelson,Semester 5,,60.0,98.0,,38.0
Hannah Lopez,Semester 4,,46.0,,,53.0
Hannah Lopez,Semester 6,84.0,,,,67.0
Hannah Lopez,Semester 1,87.0,,42.0,,61.0
Hannah Lopez,Semester 5,40.0,,,70.0,74.0
Hannah Lopez,Semester 3,78.0,98.0,92.0,40.0,
Vanessa Fuentes,Semester 2,,41.0,,94.0,
Andrew Brewer,Semester 2,,67.0,,,
Andrew Brewer,Semester 6,,,53.0,62.0,85.0
Andrew Brewer,Semester 5,88.0,,,99.0,41.0
Andrew Brewer,Semester 8,,84.0,,,
Andrew Brewer,Semester 4,45.0,81.0,81.0,77.0,86.0
Andrew Brewer,Semester 3,,,47.0,51.0,
Andrew Brewer,Semester 1,,,69.0,,38.0
Andrew Brewer,Semester 7,,47.0,72.0,53.0,
Haley Wright,Semester 1,64.0,,49.0,,
Amanda Pearson,Semester 3,46.0,99.0,,,89.0
Amanda Pearson,Semester 6,,59.0,80.0,92.0,
Amanda Pearson,Semester 8,60.0,39.0,98.0,94.0,98.0
Amanda Pearson,Semester 4,,,97.0,72.0,
Jenna Guerra,Semester 4,59.0,76.0,69.0,61.0,
Jenna Guerra,Semester 8,49.0,43.0,31.0,,94.0
Jenna Guerra,Semester 1,,,,,
Jenna Guerra,Semester 2,43.0,,,35.0,38.0
Debbie Hicks,Semester 7,55.0,81.0,72.0,,94.0
Debbie Hicks,Semester 1,,,95.0,,
Debbie Hicks,Semester 3,,,,88.0,84.0
Debbie Hicks,Semester 6,,,94.0,,53.0
Debbie Hicks,Semester 8,,,,62.0,48.0
Dawn Herrera,Semester 5,,68.0,92.0,52.0,97.0
Dawn Herrera,Semester 6,,,,81.0,74.0
Dawn Herrera,Semester 8,,91.0,,,
Dawn Herrera,Semester 3,35.0,,70.0,,37.0
Dawn Herrera,Semester 2,45.0,,34.0,30.0,46.0
Kimberly Paul,Semester 4,,37.0,50.0,76.0,74.0
Kimberly Paul,Semester 8,,91.0,,83.0,
Karen Pruitt,Semester 7,,,73.0,,85.0
Karen Pruitt,Semester 3,,,40.0,,
Karen Pruitt,Semester 1,,,80.0,31.0,
Karen Pruitt,Semester 5,76.0,,,34.0,
Karen Pruitt,Semester 6,,,,49.0,
Karen Pruitt,Semester 2,,51.0,99.0,,44.0
Antonio Villarreal,Semester 2,90.0,47.0,67.0,56.0,32.0
Antonio Villarreal,Semester 6,,60.0,79.0,53.0,50.0
Antonio Villarreal,Semester 4,,,,,98.0
Janet Henry,Semester 2,,,81.0,79.0,36.0
Janet Henry,Semester 3,,,65.0,87.0,77.0
Nicole Ortiz,Semester 7,53.0,76.0,67.0,,66.0
Nicole Ortiz,Semester 8,,60.0,38.0,,93.0
Nicole Ortiz,Semester 3,,61.0,68.0,,34.0
Rachel Rivera,Semester 7,,,,,30.0
Rachel Rivera,Semester 8,,38.0,,,56.0
Rachel Rivera,Semester 5,,60.0,,96.0,
Rachel Rivera,Semester 1,69.0,,,56.0,
Rachel Rivera,Semester 2,,,68.0,53.0,79.0
Rachel Rivera,Semester 6,,40.0,77.0,82.0,48.0
Rachel Rivera,Semester 4,,,77.0,40.0,
Rachel Rivera,Semester 3,56.0,73.0,,57.0,41.0
Eric Dunn,Semester 2,70.0,,,,57.0
Eric Dunn,Semester 5,31.0,72.0,84.0,,
David Thomas,Semester 3,67.0,93.0,48.0,31.0,
David Thomas,Semester 6,,90.0,86.0,,
Richard Vargas,Semester 1,64.0,,,,
Richard Vargas,Semester 4,66.0,,97.0,51.0,
Richard Vargas,Semester 6,88.0,96.0,,85.0,67.0
Richard Vargas,Semester 3,78.0,,35.0,,87.0
Anne Ryan,Semester 5,36.0,,,,
Anne Ryan,Semester 6,35.0,,,56.0,
Anne Ryan,Semester 8,65.0,,,,80.0
Anne Ryan,Semester 1,,88.0,91.0,71.0,
Anne Ryan,Semester 3,71.0,,,62.0,
Anne Ryan,Semester 4,,87.0,,36.0,
Anne Ryan,Semester 7,32.0,38.0,,,76.0
Mr. Kevin Stephens,Semester 7,88.0,,76.0,,
Mr. Kevin Stephens,Semester 3,64.0,35.0,35.0,,40.0
Mr. Kevin Stephens,Semester 1,,90.0,82.0,,36.0
Mr. Kevin Stephens,Semester 2,,,,,41.0
Mr. Kevin Stephens,Semester 5,45.0,54.0,48.0,,76.0
Mr. Kevin Stephens,Semester 8,36.0,53.0,83.0,85.0,
Mr. Kevin Stephens,Semester 4,,,,37.0,57.0
Mr. Kevin Stephens,Semester 6,,51.0,33.0,,
Melissa Tran,Semester 8,,57.0,63.0,85.0,
Melissa Tran,Semester 2,,84.0,41.0,66.0,69.0
Melissa Tran,Semester 6,51.0,,71.0,88.0,56.0
Melissa Tran,Semester 1,,,30.0,,63.0
Melissa Tran,Semester 7,,,,,
Melissa Tran,Semester 3,,52.0,47.0,55.0,56.0
Melissa Tran,Semester 5,,,,,
Jordan Sullivan,Semester 5,35.0,,,88.0,
Jordan Sullivan,Semester 6,44.0,55.0,34.0,57.0,86.0
Jordan Sullivan,Semester 8,81.0,,,,44.0
Jordan Sullivan,Semester 7,,,85.0,46.0,
Jordan Sullivan,Semester 2,,,,,
Jordan Sullivan,Semester 1,,,35.0,83.0,91.0
Jordan Sullivan,Semester 4,66.0,,,90.0,92.0
Molly Campbell,Semester 6,87.0,71.0,,,
Ronnie Torres,Semester 6,52.0,80.0,,,
Ronnie Torres,Semester 4,,,,87.0,94.0
Ronnie Torres,Semester 7,64.0,,39.0,,
Ronnie Torres,Semester 5,,55.0,,,90.0
Ronnie Torres,Semester 2,,69.0,,88.0,
Ronnie Torres,Semester 1,71.0,,72.0,39.0,96.0
Ronnie Torres,Semester 8,,95.0,,84.0,
Ronnie Torres,Semester 3,,,,64.0,92.0
Brandon Chavez,Semester 6,,,,,
Brandon Chavez,Semester 7,100.0,,48.0,49.0,36.0
Lindsey Barnes,Semester 1,,,,42.0,74.0
Andrew Taylor,Semester 6,,86.0,,88.0,98.0
Andrew Taylor,Semester 5,,,80.0,36.0,37.0
Andrew Taylor,Semester 7,53.0,,58.0,,100.0
Andrew Taylor,Semester 2,,71.0,,32.0,41.0
Andrew Taylor,Semester 8,35.0,45.0,60.0,35.0,
Andrew Taylor,Semester 4,96.0,86.0,,30.0,51.0
Cody Simmons,Semester 5,,42.0,,50.0,
Cody Simmons,Semester 7,,,,66.0,
Cody Simmons,Semester 6,,37.0,,,43.0
Cody Simmons,Semester 3,49.0,68.0,92.0,,84.0
Cody Simmons,Semester 8,61.0,73.0,36.0,87.0,
Cody Simmons,Semester 2,,,,,
Cody Simmons,Semester 1,85.0,67.0,,56.0,
Cody Simmons,Semester 4,,62.0,,70.0,77.0
Brendan Jones,Semester 7,,,,,
Brendan Jones,Semester 4,,,,,70.0
Brendan Jones,Semester 1,37.0,79.0,46.0,75.0,
Brendan Jones,Semester 3,,89.0,69.0,,
Paul Hernandez,Semester 5,,97.0,,,60.0
Paul Hernandez,Semester 2,,69.0,,85.0,
Paul Hernandez,Semester 7,66.0,,40.0,,
Paul Hernandez,Semester 4,44.0,,35.0,59.0,39.0
Paul Hernandez,Semester 3,85.0,,,,
Paul Hernandez,Semester 1,,76.0,99.0,68.0,
Paul Hernandez,Semester 6,71.0,,,79.0,
Paul Hernandez,Semester 8,,,36.0,40.0,30.0
Amy Carter,Semester 6,91.0,,39.0,44.0,
Amy Carter,Semester 3,52.0,,,95.0,
Amy Carter,Semester 1,,,,77.0,
Amy Carter,Semester 2,35.0,48.0,81.0,84.0,36.0
Amy Carter,Semester 5,86.0,,,74.0,
Amy Carter,Semester 7,83.0,39.0,,73.0,92.0
Amy Carter,Semester 4,,,,94.0,93.0
Amy Carter,Semester 8,58.0,,83.0,,30.0
Dr. Jason Anderson,Semester 8,55.0,38.0,,84.0,78.0
Dr. Jason Anderson,Semester 2,91.0,96.0,64.0,49.0,
Jessica Chase,Semester 5,49.0,38.0,39.0,,
Jessica Chase,Semester 1,,,85.0,,77.0
Jessica Chase,Semester 3,51.0,,,88.0,82.0
Jessica Chase,Semester 4,,,89.0,43.0,
Jessica Chase,Semester 7,55.0,,30.0,33.0,44.0
Mr. Daniel Nichols Jr.,Semester 2,,47.0,,36.0,39.0
Mr. Daniel Nichols Jr.,Semester 8,,,52.0,,59.0
Mr. Daniel Nichols Jr.,Semester 5,,88.0,70.0,75.0,75.0
Mr. Daniel Nichols Jr.,Semester 4,,54.0,,,57.0
Mr. Daniel Nichols Jr.,Semester 7,,60.0,,,71.0
Mr. Daniel Nichols Jr.,Semester 6,94.0,,,,78.0
Mr. Daniel Nichols Jr.,Semester 1,,,96.0,99.0,96.0
Austin Robinson,Semester 1,,32.0,,100.0,
Greg Johnson,Semester 7,,39.0,,52.0,
Greg Johnson,Semester 1,100.0,,68.0,88.0,
Greg Johnson,Semester 2,,,82.0,,96.0
Greg Johnson,Semester 6,64.0,65.0,79.0,89.0,
Jennifer Johnson,Semester 3,58.0,,43.0,85.0,54.0
Jennifer Johnson,Semester 2,66.0,,,69.0,
Jennifer Johnson,Semester 5,,,76.0,82.0,65.0
Jennifer Johnson,Semester 7,,100.0,,,
Jennifer Johnson,Semester 4,,,,,54.0
Jennifer Johnson,Semester 6,,56.0,83.0,,39.0
Jennifer Johnson,Semester 1,,77.0,54.0,,57.0
Jennifer Love,Semester 1,34.0,,,85.0,
Jennifer Love,Semester 7,,88.0,,,50.0
Jennifer Love,Semester 3,,38.0,,60.0,74.0
Jennifer Love,Semester 6,74.0,,38.0,,
Jennifer Love,Semester 4,80.0,95.0,59.0,,
Jennifer Love,Semester 2,,,40.0,,
Jennifer Love,Semester 5,,93.0,96.0,30.0,35.0
Tanya Chandler,Semester 5,98.0,,76.0,94.0,
Tanya Chandler,Semester 3,100.0,,56.0,,
Tanya Chandler,Semester 4,94.0,,68.0,97.0,
Tanya Chandler,Semester 7,,46.0,75.0,,71.0
Tanya Chandler,Semester 6,,,60.0,,
Tanya Chandler,Semester 8,92.0,,50.0,66.0,44.0
Elizabeth Miller,Semester 6,,,,52.0,80.0
Elizabeth Miller,Semester 5,68.0,83.0,45.0,,
Selena Nash,Semester 6,,95.0,73.0,,
Selena Nash,Semester 7,61.0,,71.0,,
Selena Nash,Semester 4,61.0,,,62.0,
Selena Nash,Semester 3,,64.0,42.0,,
Selena Nash,Semester 5,57.0,,42.0,,34.0
Selena Nash,Semester 1,,58.0,98.0,34.0,68.0
Jason Robinson,Semester 4,97.0,,,47.0,89.0
Jason Robinson,Semester 8,,49.0,53.0,,81.0
Jason Robinson,Semester 7,,,30.0,,56.0
Jason Robinson,Semester 2,,50.0,,,
Jason Robinson,Semester 6,100.0,,,,
Leah Wong,Semester 7,,,85.0,45.0,58.0
Leah Wong,Semester 4,68.0,30.0,53.0,83.0,
Nicholas Murray,Semester 7,,61.0,,,
Nicholas Murray,Semester 4,,,,33.0,
Nicholas Murray,Semester 3,,84.0,58.0,91.0,
Nicholas Murray,Semester 8,,,83.0,,
Nicholas Murray,Semester 1,,72.0,,,
Nicholas Murray,Semester 6,87.0,69.0,46.0,,
Nicholas Murray,Semester 2,,,,,78.0
Nicholas Murray,Semester 5,78.0,,81.0,72.0,
Chad Delgado,Semester 2,83.0,32.0,94.0,,
Chad Delgado,Semester 3,,,43.0,,88.0
Kristina Rivera,Semester 1,,,,50.0,73.0
Kristina Rivera,Semester 8,,68.0,,,64.0
Kristina Rivera,Semester 3,44.0,71.0,80.0,50.0,64.0
Kristina Rivera,Semester 4,73.0,,44.0,,35.0
Travis Foster,Semester 6,62.0,77.0,,,
Travis Foster,Semester 4,,85.0,83.0,,53.0
Travis Foster,Semester 2,63.0,49.0,85.0,,48.0
Travis Foster,Semester 3,,59.0,,,72.0
Travis Foster,Semester 8,,45.0,45.0,,
Travis Foster,Semester 5,56.0,32.0,,,
Melissa Cooke,Semester 3,,,,,
Melissa Cooke,Semester 1,97.0,43.0,,,52.0
Melissa Cooke,Semester 6,,39.0,,66.0,36.0
Melissa Cooke,Semester 4,,30.0,,87.0,
Melissa Cooke,Semester 5,,66.0,44.0,,
Melissa Cooke,Semester 8,48.0,50.0,75.0,56.0,81.0
Melissa Cooke,Semester 7,34.0,,,92.0,99.0
Alan Patel,Semester 5,,67.0,,,87.0
Alan Patel,Semester 1,30.0,,,,76.0
Alan Patel,Semester 3,93.0,82.0,38.0,93.0,
Casey Lester,Semester 3,,59.0,,,86.0
Casey Lester,Semester 8,,,65.0,82.0,
Casey Lester,Semester 1,65.0,,54.0,68.0,
Casey Lester,Semester 5,,91.0,,72.0,61.0
Nancy Carson,Semester 3,70.0,,54.0,,
Nancy Carson,Semester 7,,,93.0,,
Nancy Carson,Semester 5,,100.0,,56.0,51.0
Nancy Carson,Semester 8,,,63.0,61.0,70.0
Nancy Carson,Semester 6,,87.0,37.0,83.0,76.0
Nancy Carson,Semester 2,,,32.0,82.0,
